Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Action Design Research: Expanding the Scope","-","Stefan Cronholm; Hannes Göbel","2013","Borås Academic Digital Archive (University of Borås)","10.1093/acprof:oso/9780198084921.003.0003","2","-","https://doi.org/10.1093/acprof:oso/9780198084921.003.0003","","-","36","Include"
"Collaborative design research: Lessons from continuous auditing","-","M. Alles; A. Kogan; M. Vasarhelyi","2013","International Journal of Accounting Information Systems","10.1016/j.accinf.2011.06.004","19","false","https://doi.org/10.1016/j.accinf.2011.06.004","Audit; Knowledge management; Resource (disambiguation); Collaborative design; Field (mathematics); Computer science; Process management; Product (mathematics); Engineering management; Set (abstract data type)","en","9","Include"
"Semi-automatic improvement of software development methods: Doctoral consortium paper","Empirical studies show that the use and adoption of software development methods (SDMs) in practice is still low. Not just that developers often avoid to follow what is prescribed in their organisations, very often the organisations don't even have prescribed and documented methods. This situation is recognized as one of the main reasons for failures in IT projects and a contributor to the low quality of software. In this paper we describe a PhD thesis that addresses this problem. We introduce an innovative approach and supporting tool that will semiautomatically monitor in-action methods during project performance, and capture the gained knowledge with only negligible involvement of the developers. Our expectation is that since the prescribed methods will be in this way based on the practice that is accepted in a certain organisation, its users will not perceive it as something imposed by their managers and will follow it much more rigorously. Furthermore, we intend to show that it is possible to establish a continuous software process improvement lifecycle with just a marginal user involvement.","M. Janković","2013","Research Challenges in Information Science","10.1109/rcis.2013.6577725","-","false","https://doi.org/10.1109/rcis.2013.6577725","Computer science; Software development; Software development process; Process (computing); Software engineering; Quality (philosophy); Software; Software project management; Process management; Action (physics)","en","-","Include"
"Assessing the effects of introducing a new software development process: a methodological description","-","A. Nilsson; Laura M. Castro; Samuel Rivas; T. Arts","2013","International Journal on Software Tools for Technology Transfer (STTT)","10.1007/s10009-013-0275-0","21","false","https://doi.org/10.1007/s10009-013-0275-0","Computer science; Software development; Process (computing); Software engineering; Software development process; Software; Goal-Driven Software Development Process; Perspective (graphical); Process management; Focus (optics)","en","16","Include"
"Transforming Malaysian economy from production base to knowledge base using quadruple helix research collaborations","The knowledge based economic transformation strategy in Malaysia is part of its broader economy competitiveness strategy developed to achieve the goals set for Vision 2020. However, Malaysia is facing hurdles in knowledge economy transformation such as weak education and training system, institutional support, and info-structure, deficient research and development capacity, unstable science and technology base, unskilled workers, and lack of techno-entrepreneurs. To discover the knowledge based transformation solution for these problems, a framework has been developed to check the impact of performance determinant variables on economic competitiveness of Malaysia using Quadruple Helix (university, industry, government and public/civil society) research collaboration as mediators. A quantitative, descriptive research design was used in which twenty nine economic performance determinant variables were tested for mediation with university, industry, government and public. Two hundred and eighty two questionnaires were distributed using the convenience sampling method to collect the data. The study validated the Quadruple Helix mediation impact using regression analysis. Mediation was further validated using the Sobel Test. The study confirmed that the performance determinant variables have a strong and positive role in determining economy competitiveness. The results also confirmed that a strong Quadruple Helix mediation is necessary; however, there exists a “weak link” between the key stakeholders in the economy of Malaysia. The results established that the university and government are comparatively strong contributors whilst civil society’s contribution is moderate and the industry is the weakest link in the competitiveness of an economy. It is therefore, concluded that a successful knowledge based transformation depends upon the collaborations between university, industry, government and civil society sector. It is recommended that a strong Quadruple Helix innovation based collaboration should be the focus and the tool for knowledge based economic transformation to strengthen the economic performance and competitiveness of Malaysia.","M. Iqbal","2013","Science and Public Policy","10.1093/scipol/scaa054","2","-","https://doi.org/10.1093/scipol/scaa054","","en","14","Include"
"From Theory to Practice—When and How to Implement Service Value Agreement","Traditionally, a Service Level Agreement (SLA) is used as an appendix in IT Service Management agreements to set expectations and delineate the service delivery description as well as the terms and conditions of delivery. However, SLAs are unable to imply and guarantee the added values expected by the customer. Service Value Agreement (SVA) is a newly developed framework that identifies the deliverable added values along with metrics to measure the quality and quantity of achievements in terms of business added values. The objective of this study is to expand the concept of SVA for Application Management (AM) services and suggest guidelines for its implementation in real business cases. This goal is fulfilled through the case study approach and outsourcing industry contributions. Authors suggest discussing the concept of SVA from early stages of the sales lifecycle and implementing it gradually during the steady state phase. Combination of Service Value Mapping approach and Piloting method is suggested for SVA proposition as an option with successful practical history.","Merat Ziyarazavi; Christer Magnusson","2013","Journal of Service Science and Management","10.4236/jssm.2013.61013","1","true","https://doi.org/10.4236/jssm.2013.61013","Outsourcing; Service-level agreement; Deliverable; Service (business); Computer science; Process management; Service level objective; Service level; Measure (data warehouse); Value (mathematics)","en","-","Include"
"Transforming local government by project portfolio management","Purpose As public organizations strive for higher e‐government maturity, information technology (IT) Project Portfolio Management (IT PPM) has become a high priority issue. Assuming control is central in IT PPM, the purpose of this paper is to investigate how a Danish local government conducts control in IT PPM. The authors identify control problems and formulate recommendations to address these. Design/methodology/approach Adopting principles from Engaged Scholarship, the authors have conducted a case study using a wide variety of data collection methods, including 29 interviews, one workshop, and analyses of documents. Findings It is found that the local government relies vastly on informal control mechanisms and five control problems are identified: weak accountability processes between the political and administrative level; weak accountability between the director level and the IT executives; IT projects established on the basis of incomplete information about internal resources; lack of operational goals to hold IT projects accountable; and no account of actual IT project costs. The authors propose a model for highlighting how more formal control can be implemented and address the identified control problems. Research limitations/implications As a single qualitative case study, the results are limited to one organization and subject. Practical implications The paper has implications for IT PPM in Danish local governments and similar organizations in other countries. The paper shows that the lack of formal control mechanisms makes accountability between hierarchical levels difficult, which deprives organizations of the opportunity to pursue and display unambiguous value from their e‐government initiatives. Originality/value This paper fulfills an identified need to understand how local governments can improve IT PPM.","L. Hansen; Pernille Kræmmergaard","2013","Transforming Government People Process and Policy","10.1108/17506161311308160","23","false","https://doi.org/10.1108/17506161311308160","Business; Local government; Project portfolio management; Business administration; Process management; Knowledge management; Project management; Public administration; Political science; Computer science","en","-","Include"
"A Core-Periphery-Legality Architectural Style for Open Source System Development","Despite the rapid rise of open source systems (OSS), it is unclear what architectural patterns enable the success of these systems. There is little guidance on architectural patterns for OSS development. Consequently the creators of OSS projects have often come to their own solutions intuitively, via trial-and-error and design iterations. To fill this void we study the architectural challenges encountered by OSS projects and identify architectural patterns that address these challenges. We propose an integrated architectural style that addresses two challenges for OSS success: 1) what architectural principles and patterns enable the active participation of a large, distributed community, and 2) how to manage OSS licensing issues that prohibit open source (and proprietary) software to mix freely. It is critical to address these issues together as architectural decisions impact on licensing issues, which have an impact on the long-term survival of the system. We contribute to OSS development by identifying, integrating and advancing existing work on OSS patterns and offer an integrated architectural style that addresses these challenges simultaneously thus guiding future OSS development. We validate our approach via empirical studies of successful OSS systems that have evolved to use this style, and report on a case study using the proposed architectural style for a new OSS project.","Alexander Lokhman; T. Mikkonen; I. Hammouda; R. Kazman; Hong-Mei Chen","2013","Hawaii International Conference on System Sciences","10.1109/hicss.2013.34","11","false","https://doi.org/10.1109/hicss.2013.34","Architectural style; Architectural pattern; Computer science; Architecture framework; Architectural design; Architectural technology; Open source; Software engineering; Open source software; Architecture","en","-","Include"
"Principles for Knowledge Creation in Collaborative Design Science Research","Design Science Research (DSR) advances the scientific knowledge base while at the same time leading to research results of practical utility. Several guidelines for DSR have been proposed to support researchers in their work. Collaborative forms of DSR require that knowledge be created across the boundaries of the research community and the practitioners' community. Only little research, though, has been undertaken so far investigating the topic of knowledge creation in collaborative DSR settings. Answers to fundamental questions are still missing: What knowledge creation processes are used? What problems may occur during researcher-practitioner collaboration? This paper addresses the gap in literature by taking a knowledge creation perspective on DSR. Based on a literature review and findings from the field it proposes a set of principles for knowledge creation in collaborative DSR.","B. Otto; H. Österle","2012","International Conference on Interaction Sciences","10.1007/978-3-031-61175-9_10","39","-","https://doi.org/10.1007/978-3-031-61175-9_10","","en","14","Include"
"Solution Prototype: A Composed Artifact as Innovation Carrier","-","Arkin Efeoglu; Charles Møller; Michel Sérié","2012","Communications in computer and information science","10.1007/978-3-319-04090-5_7","2","false","https://doi.org/10.1007/978-3-319-04090-5_7","Artifact (error); Computer science; Artificial intelligence","en","15","Include"
"Shortening Requirements Engineering: Dual Imperative Action Research Study","A computer parts company was losing market share because the systems development life cycle (SDLC) took too long. We reduce the requirements engineering (RE) phase of the SDLC while maintaining current levels of product quality and increasing the company competitiveness by reducing the product time-to-market. Action research, a practical and widely used method of inquiry, was used to solve the problem. There are five types of action research (canonical, dialogical, collaborative, dual imperative, and participatory), but dual imperative action research seemed most appropriate for our study. The problem solving approach used in the study combined joint application design (JAD), unified modeling language (UML), group decision support systems (GDSS), and computer aided software engineering (CASE). We successfully reduced the SDLC time from fourteen to four days, a productivity increase of 250%.","Delvin Grant","2012","Journal of Computational Information Systems","10.1080/08874417.2012.11645609","10","-","https://doi.org/10.1080/08874417.2012.11645609","","-","-","Include"
"Knowledge Management in Software Development","Todayâs business environment is extremely dynamic and competitive. In order to sustain the pressure and gain a competitive edge, it is imperative for organizations to be creative in their software development efforts. Agile software development has huge potential for nurturing creativity. However, little research has examined creativity in the context of software development projects, particularly those using agile practices. The objective of this paper is to articulate a model that elucidates the relationship between agile practices and creativity. Further, the model tries to provide an understanding of how Knowledge Integration mediates the Relationship between agile practices and team creativity.","Karsten Jahn","2012","Journal of the Association for Information Systems","10.1080/15501320802498513","7","-","https://doi.org/10.1080/15501320802498513","","en","1","Include"
"Mind Scripting","The interventionist turn in science and technology studies (STS) increasingly involves researchers with practices of technology development and thus entails the need for appropriate methodologies. Based in software engineering, this article introduces the deconstructive technique of “mind scripting” as a method for analyzing processes of the co-materialization of gender and technology and as a tool to support cooperative, reflective work practices. Anchored in critical design approaches, “mind scripting” is a means for development teams to disclose discourses implicitly guiding work practices in order to make negotiable the underlying value systems. After discussing its foundation in deconstructivist feminist theory, the author illustrates how the method is applied by drawing on selected empirical results. Generating insights into the reproduction of hegemonic social discourses in development processes, “mind scripting” enables the rethinking of established ways of doing.","Doris Allhutter","2012","Science Technology & Human Values","10.1177/0162243911401633","19","false","https://doi.org/10.1177/0162243911401633","Scripting language; Computer science; Engineering ethics; Sociology; Foundation (evidence); Hegemony; Epistemology; Engineering; Political science; Law","en","-","Include"
"A Model-Driven Approach for the Design and Implementation of Software Development Methods","The Situational Method Engineering (SME) discipline emerged two decades ago to address the challenge of the in-house definition of software development methods and the construction of the corresponding supporting tools. Unfortunately, current SME approaches still have limitations that are hindering their adoption by industry. One of these limitations is that most approaches do not properly encompass two phases of the SME lifecycle, which refer to the method design and the method implementation. To address this limitation, this paper demonstrates how Model-Driven Development (MDD) techniques can contribute to successfully cover both phases. The proposal is illustrated by a real case study that is currently being used at the Valencian Regional Ministry of Infrastructure, Territory and Environment.","Mario Cervera; Manoli Albert; Victoria Torres; V. Pelechano","2012","International Journal of Information System Modeling and Design","10.4018/jismd.2012100105","13","true","https://doi.org/10.4018/jismd.2012100105","Christian ministry; Method engineering; Model driven development; Situational ethics; Computer science; Process management; Systems engineering; Software engineering; Management science; Software","en","-","Include"
"The need for systems development capability in design science research: enabling researcher-systems developer collaboration","-","Stefan Cronholm; Hannes Göbel; M. Lind; Daniel Rudmark","2012","Information Systems and E-Business Management","10.1007/s10257-012-0199-3","7","false","https://doi.org/10.1007/s10257-012-0199-3","Design science research; Knowledge management; Engineering management; Order (exchange); Computer science; Point (geometry); Design science; Scale (ratio); Information system; Engineering ethics","en","21","Include"
"The incorporation of activity-based learning and reflection into a new information systems development practice framework for Botswana","Studies whose focus is finding solutions to practical IT implementation issues / problems such as slow systems uptake and meaningful work improvement are few. This thesis describes how IS practitioners from government and the private sector, together with users came together to redesign the current Botswana ISD work practice in order to address this shortcoming. The result has been the incorporation of activity-based learning and reflection in current ISD practice. The study adopted Cultural Historical Activity Theory (CHAT) as the framework of analysis as well as the associated Developmental Work Research (DWR) methodology as the research method. An expansive learning cycle was stimulated through change laboratory sessions with participants from government and industry. The general research question for the study is: ‘How should ISD as a systemic work activity be carried out to facilitate effective learning?’ The four sub-questions the thesis focuses on are: ‘(1) What constitutes Botswana’s ISD practice or how is ISD currently practiced in Botswana? (2) What are the users and developers learning and is the learning effective? (3) How can current practice be improved in order to facilitate effective learning? (4) What do users and IS professionals learn when collaborating in the review and redesign of ISD practice?’ The study was qualitative in nature and data collection was based on interviews, archival data, observations as well as data from change laboratory sessions. Data from the change laboratory sessions was video-taped and later transcribed for analysis. Though I used CHAT as the main theoretical tool for analysis of ISD and learning, I also used additional theoretical concepts on learning to assist with the analysis and redesign of new practice. These are concepts relating to two types of learning that are found in any setting or environment i.e. conscious / learning conscious learning and unconscious / task conscious learning as well as concepts relating to reflection-on action. Analysis of learning in current Botswana ISD practice shows that current learning is not effective because it does not provide the right balance between conscious and unconscious learning. Current learning tasks are predominantly geared towards unconscious learning. The solution to this practical learning problem, which constitutes improvement to practice, is the incorporation of activity-based learning and reflection through the introduction of learning evaluation checkpoints throughout the ISD process. Furthermore, during the collaborative redesign sessions it emerged that: 1) learning was collective and distributed agency and 2) learning was expansion of the object in multiple dimensions. The study makes both theoretical and practical contributions. The theoretical contribution is through the application of learning concepts such as the two types of learning (i.e. conscious and unconscious learning) and expansive learning to the review, analysis and redesign of ISD practice with the participation of representatives from government and the private sector. In terms of the practical contribution, a new Botswana ISD practice model that incorporates activity-based learning and reflection has been designed, and findings from examination of the model suggest that it has potential to address current learning deficiencies and thus contribute to efforts of avoiding IS failures.","Tjongabangwe Selaolo","2012","UpSpace Institutional Repository (University of Pretoria)","10.1108/jwl-01-2013-0001","-","-","https://doi.org/10.1108/jwl-01-2013-0001","","en","19","Include"
"Situation awareness approach to context-aware case-based decision support","Context-aware case-based decision support systems (CACBDSS) use the context of users&#13;\nas one of the features for similarity assessment to provide solutions to problems. The&#13;\ncombination of a context-aware case-based reasoning (CBR) with general domain knowledge&#13;\nhas been shown to improve similarity assessment, solving domain specific problems&#13;\nand problems of uncertain knowledge. Whilst these CBR approaches in context awareness&#13;\naddress problems of incomplete data and domain specific problems, future problems that&#13;\nare situation-dependent cannot be anticipated due to lack of data by the CACBDSS to&#13;\nmake predictions. Future problems can be predicted through situation awareness (SA),&#13;\na psychological concept of knowing what is happening around you in order to know the&#13;\nfuture.&#13;\nThe work conducted in this thesis explores the incorporation of SA to CACBDSS. It&#13;\ndevelops a framework to decouple the interface and underlying data model using an iterative&#13;\nresearch and design methodology. Two new approaches of using situation awareness&#13;\nto enhance CACBDSS are presented: (1) situation awareness as a problem identification&#13;\ncomponent of CACBDSS (2) situation awareness for both problem identification and solving&#13;\nin CACBDSS. The first approach comprises of two distinct parts; SA, and CBR parts.&#13;\nThe SA part understands the problem by using rules to interpret cues from the environment&#13;\nand users. The CBR part uses the knowledge from the SA part to provide solutions.&#13;\nThe second approach is a fusion of the two technologies into a single case-based situation&#13;\nawareness (CBSA) model for situation awareness based on experience rather than rule,&#13;\nand problem solving predictions. The CBSA system perceives the users’ context and the&#13;\nenvironment and uses them to understand the current situation by retrieving similar past&#13;\nsituations. The futures of new situations are predicted through knowledge of the history&#13;\nof similar past situations.&#13;\nImplementation of the two approaches in flow assurance control domain to predict&#13;\nthe formation of hydrate shows improvements in both similarity assessment and problem&#13;\nsolving predictions compared to CACBDSS without SA. Specifically, the second approach&#13;\nprovides an improved decision support in scenarios where there are experienced situations.&#13;\nIn the absence of experienced situations, the second approach offers more reliable solutions&#13;\nbecause of its rule-based capability. The adaptation of the user interface of the approaches&#13;\nto the current situation and the presentation of a reusable sequence of tasks in the situation&#13;\nreduces memory loads on operators.&#13;\nThe integrated research-design methodology used in realising these approaches links&#13;\ntheory and practice, thinking and doing, achieving practical as well as research objectives.&#13;\nThe action research with practitioners provided the understanding of the domain activities,&#13;\nthe social settings, resources, and goals of users. The user-centered design process ensures&#13;\nan understanding of the users. The agile development model ensures an iterative work,&#13;\nenables faster development of a functional prototype, which are more easily communicated&#13;\nand tested, thus giving better input for the next iteration.","N. Nwiabu","2012","2011 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support (CogSIMA)","10.1109/cogsima.2011.5753761","9","-","https://doi.org/10.1109/cogsima.2011.5753761","","-","8","Include"
"Information Technology Governance in Practice: A Project Management Office's Use of Early Risk Assessment as a Relational Mechanism","This paper compares implementation frameworks for Information Technology (IT) governance and functions of a Project Management Office (PMO). While there are commonalities, the relational mechanisms called for in IT governance frameworks are omitted from the PMO functions. The authors provide a case study of a PMO at a large municipal government organization where relational mechanisms are incorporated into the risk assessment process through the use of a risk profile spider chart. Drawing conclusions from collaborative practice research, the authors discuss the use and relational aspects of the risk profile spider chart and show how this tool enables boundary spanning between the PMO and other departments by functioning as a boundary object-in-use, increasing the likelihood of buy-in for IT governance decisions. The authors conclude that the tool has potential both as a risk assessment mechanism and a boundary object for building collaboration and thus may be useful for PMOs at other organizations.","Hazel Taylor; J. Woelfer; Edward Artman","2012","International Journal of Information Technology Project Management","10.4018/jitpm.2012070102","4","false","https://doi.org/10.4018/jitpm.2012070102","Corporate governance; Chart; Boundary object; Knowledge management; Risk management; Process management; Boundary (topology); Process (computing); Business; Computer science","en","-","Include"
"Style Composition in Action Research Publication","Examining action research publications in leading Information Systems journals as a particular genre of research communication, we develop the notion of style composition to understand how authors structure their arguments for a research contribution. We define style composition as the activity through which authors select, emphasize, and present elements of their research to establish premises, develop inferences, and present contributions in publications. Drawing on this general notion, we identify a set of styles that is characteristic of how IS action researchers compose their argument. Premise styles relate to the dual goals of action research through practical or theoretical positioning of the argument; inference styles combine insights from the problem-solving and the research cycles through inductive or deductive reasoning; and contribution styles focus on different types of contributions—experience report, field study, theoretical development, problem-solving method, and research method. Based on the considered sample, we analyze the styles adopted in selected publications and show that authors have favored certain styles while leaving others underexplored; further, we reveal important strengths and weaknesses in the composition of styles within the IS discipline. Based on these insights, we discuss how action research practices and writing can be improved, as well as how to further develop style compositions to support the publication of engaged scholarship research.","L. Mathiassen; M. Chiasson; Matt Germonprez","2012","MIS Q.","10.2307/41703459","135","false","https://doi.org/10.2307/41703459","Style (visual arts); Composition (language); Action (physics); World Wide Web; Computer science; Art; Visual arts; Literature; Physics; Quantum mechanics","en","-","Include"
"Regional IT innovation: a living lab approach","The paper provides an integrated view of value creation in the development of new products and services related to IT. We argue that customer and end-user integration into the development process as a whole is a key for enhanced innovation processes. Building on experiences from two regional IT innovation projects conducted with a living lab approach, we ask how this approach can help organisations utilise important resources in an open innovation system and guide universities – as driving engines in regional innovation systems – to improve their environments for research and education. Exploring the outcome from the projects and how customers are integrated into value creation processes during the course of IT design and use, we argue that innovation systems management and customer integration are important assets not only to increased efficiency and quality, but also for enhanced innovation.","Per Levén; J. Holmström","2012","International Journal of Innovation and Regional Development","10.1504/ijird.2012.046580","5","false","https://doi.org/10.1504/ijird.2012.046580","Knowledge management; Business; Process (computing); Open innovation; Key (lock); Process management; Innovation process; Regional innovation system; Customer value; Innovation management","en","-","Include"
"MC Sandbox: Devising a tool for method-user-centered method configuration","-","F. Karlsson; Pär J. Ågerfalk","2012","Information and Software Technology","10.1016/j.infsof.2011.12.009","17","false","https://doi.org/10.1016/j.infsof.2011.12.009","Sandbox (software development); Computer science; Construct (python library); Software engineering; Action (physics); Method engineering; Requirements analysis; Human–computer interaction; Situational ethics; Systems engineering","en","16","Include"
"Visualization of Log Files of Embedded Broadband Modules","BACKGROUND: Exponential increase in the amount of software\nin consumer telecom products has resulted in growing needs for\nresolving maintenance issues together with customers. The\nresolutions often require understanding systems status through\nunderstanding its log-files. As the log-files contain sensitive\ninformation, new ways of visualizations are needed to allow for\nefficient dialog between customers and software maintenance\nengineers without disclosing the sensitive content.\nMETHOD: The research presented in this paper has been\nconducted together with our industrial partner – Ericsson – and\nfollows on the action research methodology.\nRESULTS: The visualization tool and MS Windows Sidebar\nGadget were developed during the first circle of action research.\nThe tool is applicable for log analysis and over 90% of\nrespondents estimated time savings as minimum 20%. The\npotential of using gadget for real-time and acceptance testing was\nalso revealed.\nCONCLUSION: The overall impact of the tool’s utilization at the\nstudied department leads to effort reductions and time savings as\nminimum 20% during the key activities. Applying the gadget to\nreal-time testing has the potential to enable immediate problem\nnotification, simultaneous monitoring and concentrating testing\nefforts on machines where errors occur","Ilya Belianka; A. Belyakov","2012","Gothenburg University Publications Electronic Archive (Gothenburg University)","10.1177/1536867x1501500217","-","-","https://doi.org/10.1177/1536867x1501500217","","en","3","Include"
"Incumbents and Challengers: Conflicting Institutional Logics in SaaS ERP Business Models","With a shift in the architecture for the design and delivery of information systems (IS), new business models are emerging. Professional analysts predict that by the end of 2012, a majority of all enterprise-wide information systems will be delivered by a business model dominated by services rather than by on-site installations. This paper reports on a research project conducted between 2009 and 2011 that involved case studies of Enterprise Resource Planning (ERP) systems delivered according to a Software as a Service (SaaS) logic. Using a business model ontology, 10 case studies in the Swedish ERP market were conducted and analyzed. After constructing generic business models that explain two types of vendors in the market—the Incumbents (the traditional ERP vendors) and the Challengers (the new SaaS ERP vendors)—a discussion follows, based on institutional logic, which examines how these two groups of vendors adapt the dominant institutional logic. As the results show, both vendor groups hybridize their business models using the other’s institutional logic. At the same time, the vendors differentiate themselves as they try to establish the dominance of their own logic.","J. Magnusson; Håkan Enquist; Gustaf Juell-Skielse; Elin Uppström","2012","Journal of Service Science and Management","10.4236/jssm.2012.51009","6","true","https://doi.org/10.4236/jssm.2012.51009","Enterprise resource planning; Vendor; Software as a service; Business logic; Computer science; Business rule; Business model; Knowledge management; Business software; Process management","en","-","Include"
"The action research vs design science debate: reflections from an intervention in eGovernment","As Design Science (DS) establishes itself as an acceptable approach to Information Systems research, many have commented on the similarity, or otherwise, between DS and Action Research (AR). Most of the writing on this topic has been conceptual, and not grounded in practice. In this paper, we present a piece of completed research that was perceived and executed as AR, but also reflected upon as DS. The research produced a new method for diagramming electronic workflows and creating the associated digital signatures, within the domain of eGovernment. Our conclusion is that AR that produces an artefact can be quite easily, and perhaps superficially, presented as DS. Epistemologically, there is little to separate the two methodologies. However, there are some subtle differences in practice, especially with regard to the role of the artefact, the structuring of the process, the focus of evaluation of the intervention and research, and the emphasis on learning and knowledge. We provide guidance to researchers contemplating either approach, and also consider the role of pluralist attempts to combine the approaches.","Nikolaos Papas; R. O'Keefe; P. Seltsikas","2012","European Journal of Information Systems","10.1057/ejis.2011.50","60","false","https://doi.org/10.1057/ejis.2011.50","Workflow; Computer science; Focus (optics); Soft systems methodology; Design science research; Structuring; Domain (mathematical analysis); Action research; Knowledge management; Action (physics)","en","-","Include"
"Pragmatism vs interpretivism in qualitative information systems research","Qualitative research is often associated with interpretivism, but alternatives do exist. Besides critical research and sometimes positivism, qualitative research in information systems can be performed following a paradigm of pragmatism. This paradigm is associated with action, intervention and constructive knowledge. This paper has picked out interpretivism and pragmatism as two possible and important research paradigms for qualitative research in information systems. It clarifies each paradigm in an ideal-typical fashion and then conducts a comparison revealing commonalities and differences. It is stated that a qualitative researcher must either adopt an interpretive stance aiming towards an understanding that is appreciated for being interesting; or a pragmatist stance aiming for constructive knowledge that is appreciated for being useful in action. The possibilities of combining pragmatism and interpretivism in qualitative research in information systems are analysed. A research case (conducted through action research (AR) and design research (DR)) that combines interpretivism and pragmatism is used as an illustration. It is stated in the paper that pragmatism has influenced IS research to a fairly large extent, albeit in a rather implicit way. The paradigmatic foundations are seldom known and explicated. This paper contributes to a further clarification of pragmatism as an explicit research paradigm for qualitative research in information systems. Pragmatism is considered an appropriate paradigm for AR and DR.","G. Goldkuhl","2012","European Journal of Information Systems","10.1057/ejis.2011.54","671","true","https://doi.org/10.1057/ejis.2011.54","Pragmatism; Epistemology; Constructive; Positivism; Qualitative research; Soft systems methodology; Action (physics); Strategic information system; Sociology; Action research","en","-","Include"
"Information technology project risk management: bridging the gap between research and practice","The gap between research and practice is strikingly evident in the area of information technology (IT) project risk management. In spite of extensive research for over 30 years into IT project risk factors resulting in normative guidance on IT project risk management, adoption of these risk management methods in practice is inconsistent. Managing risk in IT projects remains a key challenge for many organizations. We discuss barriers to the application of normative prescriptions, such as assessments of probability and impact of risk, and suggest a contingency approach, which addresses the uncertainties, complexities, and ambiguities of IT projects and enables early identification of high-risk projects. Specifically, in a case study, we examine how the project management office (PMO) at one organization has bridged the gap between research and practice, developing a contingency-based risk assessment process well founded on research knowledge of project dimensions related to project performance, while also being practical in its implementation. The PMO's risk assessment process, and the risk spider chart that is the primary tool in this assessment, has proven to be effective for surfacing inherent risk at the early stages of IT projects, thereby enabling the recommendation of appropriate management strategies. The PMO's project risk assessment process is a model for other organizations striving to engage in effective and collaborative practices in order to improve project outcomes. The case illustrates the importance of considering the practical constraints of the context of application in order to transform research findings into practices that promote attainment of desired outcomes.","Hazel Taylor; Edward Artman; J. Woelfer","2012","Journal of Information and Technology","10.1057/jit.2011.29","85","false","https://doi.org/10.1057/jit.2011.29","Risk management; Risk management plan; Project risk management; IT risk management; Knowledge management; Project management; Project management triangle; Risk analysis (engineering); Risk management information systems; Normative","en","-","Include"
"IT Business Cases in Local Government: An Action Research Study","Effective management of value creation with information technology (IT) is increasingly important for local governments (e.g., municipalities). The business case is a tool that has increased popularity in both the public and private sector to support the management of value creation with IT. However, experiences from local government reveal difficulties in developing effective IT business cases beyond simple cost savings. Based on collaborative action research with Danish municipalities we present insights on contemporary IT business case practices. Based on these insights we formulate lessons for business case practices in local government that we have incorporated into a business case method, that has subsequently been evaluated by IT managers in local government. These lessons have been synthesized into the four principles: minimal contents, benefits ownership, dynamic utility, and social commitment. We argue that these principles improve the content, development, and use of IT business cases in local government.","P. Nielsen; John Stouby Persson","2012","Hawaii International Conference on System Sciences","10.1109/hicss.2012.393","9","true","https://doi.org/10.1109/hicss.2012.393","Government (linguistics); Action (physics); Local government; Computer science; Business; Public administration; Political science; Linguistics; Philosophy; Quantum mechanics","en","-","Include"
"The Emergence of Information Infrastructure Risk Management in IT Services","Failure to understand, identify, and manage risk is often cited as a major cause of IT problems. While the project is the preferred level of analysis in most IT risk management research, IT is becoming increasingly infrastructural, and there is therefore a need to adapt risk strategies beyond the project level. In this paper, we explore how risk management practices in a successful IT service provider group emerged over time as the group coped with infrastructural dynamics and complexities. Drawing on Orlikowski's practice lens, we investigate actual practices and possible options related to risk management as rapid technological and organizational changes resulted in increased infrastructure management challenges for the IT service provider. Our research contributes to the IT risk management literature by applying risk theory to service management in the infrastructural domain and by moving beyond the project as level of analysis.","Lars Öbrand; Nils-Petter Augustsson; J. Holmström; L. Mathiassen","2012","Hawaii International Conference on System Sciences","10.1109/hicss.2012.565","8","true","https://doi.org/10.1109/hicss.2012.565","Risk management; Computer science; Information technology management; Business; Risk analysis (engineering); Knowledge management; Information system; Management information systems; Engineering; Finance","en","-","Include"
